Model;Parameter;Address;Conversion;ReadWrite;ByteLength;DefaultValue;Unit;Stepping;DataType;ValuePrecision;LowerBorder;UpperBorder;Values;Descriptions
VBC700_BW_WW;WPR_Anlagenkonfig_ExternSperrenWirkung_SLP~0x701A;0x701A;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;REGELBETRIEB,AUS
VBC700_BW_WW;WPR_Anlagenkonfig_TypNCMischer~0x701B;0x701B;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;0: KM-BUS MISCHER,1: INTERNER MISCHER
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Kreis~0x7100;0x7100;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;Keine Kühlung,Natural Cooling,NC mit Mischer,Active Cooling
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Kuehlkreis~0x7101;0x7101;NoConversion;R/W;1;;;NULL;VarChar;NULL;NULL;NULL;1,2,3,4;Kühlen auf HK1,Kühlen auf HK2,Kühlen auf HK3,Kühlen auf separaten Kühlkreis
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Raumtemperatur~0x7101;0x7101;Div10;R/W;2;20;ecnUnit.Grad C;1;Float;NULL;10;30;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_HystereseRaumtemperatur~0x7102;0x7102;Div10;R/W;2;1;ecnUnit.K;1;Float;NULL;0,5;10;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Raumregelung~0x7103;0x7103;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Neigung_Raumaufschaltung~0x7104;0x7104;Div10;R/W;2;0;;1;Float;NULL;0;5;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Niveau_Kuehlkennlinie~0x7105;0x7105;Div10;R/W;2;0;;10;Float;NULL;-15;40;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Neigung_Kuehlkennlinie~0x7106;0x7106;Div10;R/W;2;1.2;;1;Float;NULL;0;3,5;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Integralanteil_Raumregler~0x7107;0x7107;NoConversion;R/W;2;100;;5;Int;NULL;5;1000;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_min_Vorlauftemperatur~0x7108;0x7108;Div10;R/W;2;10;ecnUnit.Grad C;1;Float;NULL;1;30;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Laufzeit_Mischer~0x710A;0x710A;NoConversion;R/W;2;125;ecnUnit.Sekunden;1;Int;NULL;5;255;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Tastband_Mischer~0x710B;0x710B;Div10;R/W;2;4;;5;Float;NULL;2;40;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_Totband_Mischer~0x710C;0x710C;Div10;R/W;2;1;;1;Float;NULL;0,5;3;NULL;
VBC700_BW_WW;WPR_SepNCKreis_NatCooling_RaumTempSens_Rangierung~0x710D;0x710D;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;0: Verwendung des NC-Raumsensors,1: Verwendung des HK1-Raumsensors,2: Verwendung des HK2-Raumsensors,3: Verwendung des HK3-Raumsensors
VBC700_BW_WW;WPR_HeizSpeicher_Heizspeicher~0x7200;0x7200;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_HeizSpeicher_Wtimer_Puffer~0x7201;0x7201;NoConversion;R/W;2;2;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;0: AUS,1: OBERER SENSOR,2: NORMAL,3: FESTWERT
VBC700_BW_WW;WPR_HeizSpeicher_SollTemp_Heizspeicher~0x7202;0x7202;Div10;R/W;2;50;ecnUnit.Grad C;1;Float;NULL;1;70;NULL;
VBC700_BW_WW;WPR_HeizSpeicher_hysterese_heizspeicher~0x7203;0x7203;Div10;R/W;2;5;ecnUnit.K;10;Float;NULL;2;20;NULL;
VBC700_BW_WW;WPR_HeizSpeicher_MaxTemp_Heizspeicher~0x7204;0x7204;Div10;R/W;2;60;ecnUnit.Grad C;1;Float;NULL;1;70;NULL;
VBC700_BW_WW;WPR_HeizSpeicher_Abschaltoptimierung_HS~0x7205;0x7205;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_HeizSpeicher_reaktion_force~0x7206;0x7206;NoConversion;R/W;1;2;;NULL;VarChar;NULL;NULL;NULL;0,1,2;0: KEINE WÄRMEABNAHME,1: NUR BEI KRITISCHEM ÜBERSCHUSS,2: ZU JEDER ZEIT
VBC700_BW_WW;WPR_Hydraulik_Waermepumpe_fuer_Bautrocknung~0x7300;0x7300;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Hydraulik_Estrichprogramm~0x7303;0x7303;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6,7,8,9,10,11,12,13;0: kein,1: Temperatur-Zeit-Profil 1 (nach EN 1264-4),2: Temperatur-Zeit-Profil 2 ( nach ZV Parkett- und Fußbodentechnik),3: Temperatur-Zeit-Profil 3 (nach ÖNORM),4: Temperatur-Zeit-Profil 4 (s. MA/SA),5: Temperatur-Zeit-Profil 5 (s. MA/SA),6: Temperatur-Zeit-Profil 6 (s. MA/SA),7: 5 Tage auf Festwert,8: 10 Tage auf Festwert,9: 15 Tage auf Festwert,10: 20 Tage auf Festwert,11: 25 Tage auf Festwert,12: 30 Tage auf Festwert,13..15: frei
VBC700_BW_WW;WPR_Hydraulik_hysterese_vorlauf~0x7304;0x7304;Div10;R/W;2;2;ecnUnit.K;1;Float;NULL;0,5;5;NULL;
VBC700_BW_WW;WPR_Hydraulik_integralanteil_ventil~0x7305;0x7305;NoConversion;R/W;1;30;;1;Int;NULL;0;50;NULL;
VBC700_BW_WW;WPR_Hydraulik_proportional_ventil~0x7306;0x7306;NoConversion;R/W;1;30;;1;Int;NULL;0;100;NULL;
VBC700_BW_WW;WPR_Hydraulik_max_schrittzahl_3W_Ventil~0x7307;0x7307;NoConversion;R/W;2;320;;1;Int;NULL;-30000;30000;NULL;
VBC700_BW_WW;WPR_Hydraulik_nachlauf_verdichter~0x7309;0x7309;NoConversion;R/W;2;120;ecnUnit.Sekunden;1;Int;NULL;0;600;NULL;
VBC700_BW_WW;WPR_Hydraulik_nachlauf_hydraulikkreis~0x730B;0x730B;NoConversion;R/W;2;120;ecnUnit.Sekunden;10;Int;NULL;10;300;NULL;
VBC700_BW_WW;WPR_Hydraulik_VorlaufTempSoll_ExtAnf~0x730C;0x730C;Div10;R/W;2;50;ecnUnit.Grad C;1;Float;NULL;0;70;NULL;
VBC700_BW_WW;WPR_LONObjekte_Kommodul_LON_vorh~0x7710;0x7710;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_LONObjekte_Feldbus_TeilnehmerNr~0x7777;0x7777;NoConversion;R/W;1;1;;1;Binary;NULL;1;99;NULL;
VBC700_BW_WW;WPR_Teilnehmernummer~0x7777;0x7777;NoConversion;R/W;1;1;;1;Int;NULL;1;99;NULL;
VBC700_BW_WW;K79_KonfiFehlerManagerV100_V050_D~0x7779;0x7779;NoConversion;R;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;kein Manager,Fehlermanager
VBC700_BW_WW;WPR_LONObjekte_Fehlermanager~0x7779;0x7779;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_LONObjekte_AussenTemp~0x7797;0x7797;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2;0: lokal,1: vom Feldbus (z.B. LON) empfangen,2: auf Feldbus (z.B. LON) senden
VBC700_BW_WW;K98_KonfiVI_Anlagennummer_D~0x7798;0x7798;NoConversion;R;1;1;;1;Int;NULL;1;5;NULL;
VBC700_BW_WW;WPR_LONObjekte_AnlagenNr~0x7798;0x7798;NoConversion;R/W;1;1;;NULL;Int;NULL;NULL;NULL;NULL;
VBC700_BW_WW;WPR_LONObjekte_Feldbus_RecieveHeartbeat~0x779C;0x779C;NoConversion;R/W;1;20;ecnUnit.Minuten;1;Int;NULL;0;60;NULL;
VBC700_BW_WW;WPR_LONObjekte_Feldbus_Uhrzeit~0x77FF;0x77FF;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2;0: lokal,1: vom Feldbus (z.B. LON) empfangen,2: auf Feldbus (z.B. LON) senden
VBC700_BW_WW;WPR_eHeizung_vorhanden~0x7900;0x7900;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_eHeizung_Heizbetrieb_mit_Elektro~0x7902;0x7902;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_eHeizung_Warmwasser_mit_Elektro~0x7903;0x7903;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_eHeizung_Temp_vorlauf_max_elektro~0x7904;0x7904;Div10;R/W;2;65;ecnUnit.Grad C;1;Float;NULL;5;75;NULL;
VBC700_BW_WW;WPR_eHeizung_totzeit_einschalt_elektro~0x7905;0x7905;NoConversion;R/W;2;30;;10;Int;NULL;0;300;NULL;
VBC700_BW_WW;WPR_eHeizung_hysterese_heizung_elektro_not~0x7906;0x7906;NoConversion;R/W;2;300;ecnUnit.K Min;10;Int;NULL;10;30000;NULL;
VBC700_BW_WW;WPR_eHeizung_max_Stufe_Elektro~0x7907;0x7907;NoConversion;R/W;1;2;;NULL;VarChar;NULL;NULL;NULL;1,2,3;1: 1.Durchlauferhitzer,2: 2. Durchlauferhitzer,3: 1. und 2. Durchlauferhitzer
VBC700_BW_WW;WPR_eHeizung_sperrzeit_Eheiz~0x7908;0x7908;NoConversion;R/W;2;0;;10;Int;NULL;0;1080;NULL;
VBC700_BW_WW;WPR_eHeizung_Eheizstufe_sperreStromausfall~0x7909;0x7909;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2;0: 3 kW,1: 6 kW,2: 9 kW
VBC700_BW_WW;WPR_eHeizung_Eheizstufe_EVUSperre~0x790A;0x790A;NoConversion;R/W;2;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;0: keine Stufen sind freigegeben,1: 1. Druchaluferhitzer,2: 2. Druchaluferhitzer,3: 3. Druchaluferhitzer
VBC700_BW_WW;WPR_Solaranlage_TempMax_solar~0x7A01;0x7A01;Div10;R/W;2;130;ecnUnit.Grad C;NULL;Float;NULL;NULL;NULL;NULL;
VBC700_BW_WW;WPR_Solaranlage_Hysterese_SolarEin~0x7A02;0x7A02;Div10;R/W;2;7;ecnUnit.K;NULL;Float;NULL;NULL;NULL;NULL;
VBC700_BW_WW;WPR_Solaranlage_Hysterese_SolarAus~0x7A03;0x7A03;Div10;R/W;2;3;ecnUnit.K;NULL;Float;NULL;NULL;NULL;NULL;
VBC700_BW_WW;WPR_Solaranlage_Hysterese_Pumpenknick~0x7A04;0x7A04;NoConversion;R/W;2;35;;1;Int;NULL;20;200;NULL;
VBC700_BW_WW;WPR_Solaranlage_Laufzeit_Pumpenknick~0x7A05;0x7A05;NoConversion;R/W;2;15;;1;Int;NULL;1;60;NULL;
VBC700_BW_WW;WPR_Solaranlage_Totzeit_Pumpenknick~0x7A06;0x7A06;NoConversion;R/W;2;60;;30;Int;NULL;60;3600;NULL;
VBC700_BW_WW;WPR_Solaranlage_Volumenstrom_Solar~0x7A07;0x7A07;NoConversion;R/W;2;100;ecnUnit.cbm pro h;10;Int;NULL;10;500;NULL;
VBC700_BW_WW;WPR_Solaranlage_Solarertrag_Enable~0x7A08;0x7A08;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Solaranlage_Rueckschlagklappenfehler~0x7A09;0x7A09;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_extWE_ExtWaermeerzeuger~0x7B00;0x7B00;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_extWE_Vorrang~0x7B01;0x7B01;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_extWE_TambMax~0x7B02;0x7B02;Div10;R/W;2;10;ecnUnit.Grad C;1;Float;NULL;-50;50;NULL;
VBC700_BW_WW;WPR_extWE_Hysterese_extWE~0x7B03;0x7B03;NoConversion;R/W;2;300;ecnUnit.K Min;10;Int;NULL;10;30000;NULL;
VBC700_BW_WW;WPR_extWE_totzeit_einschalt_extWE~0x7B04;0x7B04;NoConversion;R/W;2;30;ecnUnit.Minuten;10;Int;NULL;0;300;NULL;
VBC700_BW_WW;WPR_extWE_Temp_Mischer_extWE~0x7B05;0x7B05;NoConversion;R/W;2;20;ecnUnit.Grad C;1;Int;NULL;0;80;NULL;
VBC700_BW_WW;WPR_extWE_minLaufzeit~0x7B06;0x7B06;NoConversion;R/W;2;120;;10;Int;NULL;0;1440;NULL;
VBC700_BW_WW;WPR_extWE_Laufzeit~0x7B07;0x7B07;NoConversion;R/W;2;120;;10;Int;NULL;0;1440;NULL;
VBC700_BW_WW;WPR_extWE_Laufzeit_extWEMischer~0x7B08;0x7B08;NoConversion;R/W;2;125;ecnUnit.Sekunden;1;Int;NULL;5;255;NULL;
VBC700_BW_WW;WPR_extWE_Tastband_extWEMischer~0x7B09;0x7B09;NoConversion;R/W;2;40;;5;Int;NULL;20;400;NULL;
VBC700_BW_WW;WPR_extWE_Totband_extWEMischer~0x7B0A;0x7B0A;NoConversion;R/W;2;10;;1;Int;NULL;5;30;NULL;
VBC700_BW_WW;WPR_extWE_Niveau_extWEMischer~0x7B0B;0x7B0B;NoConversion;R/W;2;0;;10;Int;NULL;-200;200;NULL;
VBC700_BW_WW;WPR_extWE_auf_WW~0x7B0D;0x7B0D;NoConversion;R/W;2;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_extWE_Bivalentbetrieb~0x7B0E;0x7B0E;NoConversion;R/W;2;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Uhrzeit_Zeitumstellung~0x7C00;0x7C00;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Uhrzeit_Sommer_Monat~0x7C01;0x7C01;NoConversion;R/W;1;3;;1;Int;NULL;1;12;NULL;
VBC700_BW_WW;WPR_Uhrzeit_Sommer_Woche~0x7C02;0x7C02;NoConversion;R/W;1;5;;1;Int;NULL;1;14;NULL;
VBC700_BW_WW;WPR_Uhrzeit_Sommer_Tag~0x7C03;0x7C03;NoConversion;R/W;1;7;;1;Int;NULL;1;7;NULL;
VBC700_BW_WW;WPR_Uhrzeit_Winter_Monat~0x7C04;0x7C04;NoConversion;R/W;1;10;;1;Int;NULL;1;12;NULL;
VBC700_BW_WW;WPR_Uhrzeit_Winter_Woche~0x7C05;0x7C05;NoConversion;R/W;1;5;;1;Int;NULL;1;14;NULL;
VBC700_BW_WW;WPR_Uhrzeit_Winter_Tag~0x7C06;0x7C06;NoConversion;R/W;1;7;;1;Int;NULL;1;7;NULL;
VBC700_BW_WW;WPR_Tagesprogramm_HK1~0x9000;0x9000;NoConversion;R/W;168;0xAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;;NULL;Binary;NULL;NULL;NULL;NULL;Allgemeiner Wertetyp für Schaltzeiten
VBC700_BW_WW;WPR_vmarSchaltzeitenGroup_1_0~0x9000;0x9000;NoConversion;R/W;24;;;NULL;Binary;NULL;NULL;NULL;NULL;
VBC700_BW_WW;WPR_Tagesprogramm_HK2~0x9007;0x9007;NoConversion;R/W;168;0xAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;;NULL;Binary;NULL;NULL;NULL;NULL;Allgemeiner Wertetyp für Schaltzeiten
VBC700_BW_WW;WPR_Tagesprogramm_HK3~0x900E;0x900E;NoConversion;R/W;168;0xAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;;NULL;Binary;NULL;NULL;NULL;NULL;Allgemeiner Wertetyp für Schaltzeiten
VBC700_BW_WW;WPR_Tagesprogramm_PSP~0x9015;0x9015;NoConversion;R/W;168;0xAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;;NULL;Binary;NULL;NULL;NULL;NULL;Allgemeiner Wertetyp für Schaltzeiten
VBC700_BW_WW;WPR_Tagesprogramm_WW~0x901C;0x901C;NoConversion;R/W;168;0x555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555;;NULL;Binary;NULL;NULL;NULL;NULL;Allgemeiner Wertetyp für Schaltzeiten
VBC700_BW_WW;WPR_RelaisStatus_Verdichter1_Neu~0xB443;0xB443;NoConversion;R;1;;;NULL;VarChar;NULL;NULL;NULL;0,1;,
VBC700_BW_WW;DatabaseVersionForExport;Databa;NoConversion;R;5;1.0.0;;NULL;NText;NULL;NULL;NULL;NULL;
VBC700_BW_WW;ecnStatusEventType;ecnSta;NoConversion;R;0;;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;ecnStatusEventType~Undefined,ecnStatusEventType~OK,ecnStatusEventType~Warning,ecnStatusEventType~Error
VBC700_BW_WW;ecnsysEventType~ErrorNotification;ErrorN;NoConversion;R;NULL;;;NULL;VarChar;NULL;NULL;NULL;NULL;e-ControlNet System Parameter
VBC700_BW_WW;ecnsysEventType~WPRError;WPRErr;NoConversion;R;240;;;NULL;Binary;NULL;NULL;NULL;NULL;
VBC700_BW_WW;ecnsysEventType~WPRErrorIndex;WPRErr;NoConversion;R;128;;;NULL;Binary;NULL;NULL;NULL;NULL;
