Model;Parameter;Address;Conversion;ReadWrite;ByteLength;DefaultValue;Unit;Stepping;DataType;ValuePrecision;LowerBorder;UpperBorder;Values;Descriptions
VBC700_BW_WW;WPR_HK3_Fernbedienung~0x4003;0x4003;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_HK3_Betriebsart_Heizkreis~0x4004;0x4004;NoConversion;R/W;1;6;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6;0: Stand-by: Frostschutz,1: Dauernd reduzierte Raumtemp.,2: Dauernd normale Raumtemp.,3: Festwertregler auf max. Vorlauftemp.,4: Schaltzeiten,5: Betriebsartenwahlschalter,6: Standard
VBC700_BW_WW;WPR_HK3_Raumregelung~0x4005;0x4005;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_HK3_Niveau_Heizkennlinie~0x4006;0x4006;Div10;R/W;2;0;ecnUnit.K;1;Float;NULL;-15;40;NULL;
VBC700_BW_WW;WPR_HK3_Neigung_Heizkennlinie~0x4007;0x4007;Div10;R/W;2;0,6;;1;Float;NULL;0;35;NULL;
VBC700_BW_WW;WPR_HK3_Raumtemperatursensor~0x4008;0x4008;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_HK3_Integralanteil_raumregler~0x4009;0x4009;NoConversion;R/W;2;10;;5;Int;NULL;5;1000;NULL;
VBC700_BW_WW;WPR_HK3_Neigung_Raumaufschaltung~0x400A;0x400A;Div10;R/W;1;1;;1;Float;NULL;0;5;NULL;
VBC700_BW_WW;WPR_HK3_Raumtemperaturaufschaltung~0x400B;0x400B;NoConversion;R/W;1;3;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;0: ohne,1: Reduzierter Betrieb,2: Normaler Betrieb,3: Normaler & Reduzierter Betrieb
VBC700_BW_WW;WPR_HK3_Einschaltoptimierung~0x400C;0x400C;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_HK3_max_Vorlaufkorrekturen~0x400D;0x400D;Div10;R/W;2;100;ecnUnit.K;1;Float;NULL;1;100;NULL;
VBC700_BW_WW;WPR_HK3_max_Vorlauftemperatur_HK~0x400E;0x400E;Div10;R/W;2;40;ecnUnit.Grad C;1;Float;NULL;10;70;NULL;
VBC700_BW_WW;WPR_HK3_min_Vorlauftemperatur_HK~0x400F;0x400F;Div10;R/W;2;10;ecnUnit.Grad C;1;Float;NULL;1;30;NULL;
VBC700_BW_WW;WPR_HK3_WWbeiParty~0x4010;0x4010;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_HK3_heizkreis_reaktion_force~0x4011;0x4011;NoConversion;R/W;1;2;;NULL;VarChar;NULL;NULL;NULL;0,1,2;0: keine Wärmeanahme,1: nur bei kritischem Überschuss,2: zu jeder Zeit
VBC700_BW_WW;WPR_HK3_max_Ueberhoehung_TRaum~0x4012;0x4012;Div10;R/W;2;5;ecnUnit.Grad C;1;Float;NULL;0,5;20;NULL;
VBC700_BW_WW;WPR_HK3_Niveau_HKMischer~0x4014;0x4014;Div10;R/W;2;2;ecnUnit.K;1;Float;NULL;-15;40;NULL;
VBC700_BW_WW;WPR_HK3_Laufzeit_HKMischer~0x4015;0x4015;NoConversion;R/W;2;125;ecnUnit.Sekunden;1;Int;NULL;5;255;NULL;
VBC700_BW_WW;WPR_HK3_Tastband_HKMischer~0x4018;0x4018;Div10;R/W;2;4;ecnUnit.K;0,5;Float;NULL;2;40;NULL;
VBC700_BW_WW;WPR_HK3_Totband_HKMischer~0x4019;0x4019;Div10;R/W;2;1;ecnUnit.K;0,1;Float;NULL;0,5;3;NULL;
VBC700_BW_WW;WPR_HK3_Tastband_NCMischer~0x401F;0x401F;NoConversion;R/W;2;40;;5;Int;NULL;20;400;NULL;
VBC700_BW_WW;WPR_HK3_Totband_NCMischer~0x4020;0x4020;NoConversion;R/W;2;10;;1;Int;NULL;5;30;NULL;
VBC700_BW_WW;WPR_HK3_Laufzeit_NCMischer~0x4021;0x4021;NoConversion;R/W;2;125;ecnUnit.Sekunden;1;Int;NULL;5;255;NULL;
VBC700_BW_WW;WPR_Verdichter1_VerdStufeFreigegeben~0x5000;0x5000;NoConversion;R/W;1;;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Verdichter1_t_vorlauf_max_wp~0x5001;0x5001;Div10;R/W;2;60;ecnUnit.Grad C;1;Float;NULL;25;65;NULL;
VBC700_BW_WW;WPR_Verdichter1_t_ruecklauf_min_wp~0x5002;0x5002;Div10;R/W;2;5;ecnUnit.Grad C;1;Float;NULL;1;40;NULL;
VBC700_BW_WW;WPR_Verdichter1_hysterese_t_primaer_ein~0x5004;0x5004;Div10;R/W;2;5;ecnUnit.K;1;Float;NULL;1;20;NULL;
VBC700_BW_WW;WPR_Verdichter1_laufzeit_wp~0x5005;0x5005;NoConversion;R/W;2;120;ecnUnit.Sekunden;10;Int;NULL;120;1800;NULL;
VBC700_BW_WW;WPR_Verdichter1_totzeit_wp~0x5006;0x5006;NoConversion;R/W;2;600;ecnUnit.Sekunden;10;Int;NULL;20;1800;NULL;
VBC700_BW_WW;WPR_Verdichter1_anlaufverzoegerung~0x5008;0x5008;NoConversion;R/W;2;120;ecnUnit.Sekunden;10;Int;NULL;10;1000;NULL;
VBC700_BW_WW;WPR_Verdichter1_optimaleLaufzeit_WP~0x500A;0x500A;NoConversion;R/W;2;120;ecnUnit.Minuten;10;Int;NULL;0;1080;NULL;
VBC700_BW_WW;WPR_Verdichter1_abtauzeit_wp~0x500B;0x500B;NoConversion;R/W;2;1800;ecnUnit.Sekunden;10;Int;NULL;10;3590;NULL;
VBC700_BW_WW;WPR_Verdichter1_maxPause_Abtaustart~0x500C;0x500C;NoConversion;R/W;2;0;ecnUnit.Sekunden;1;Int;NULL;0;600;NULL;
VBC700_BW_WW;WPR_Verdichter1_sperre_abtauung_wp~0x500D;0x500D;NoConversion;R/W;2;90;ecnUnit.Minuten;1;Int;NULL;0;240;NULL;
VBC700_BW_WW;WPR_Verdichter1_differenz_verdampfer_wp~0x500E;0x500E;Div10;R/W;2;3;ecnUnit.K;0,5;Float;NULL;0,5;30;NULL;
VBC700_BW_WW;WPR_Verdichter1_Temp_Abtaubeginn~0x500F;0x500F;NoConversion;R/W;2;0;ecnUnit.Grad C;1;Int;NULL;-200;200;NULL;
VBC700_BW_WW;WPR_Verdichter1_Temp_Abtauende~0x5010;0x5010;Div10;R/W;2;10;ecnUnit.Grad C;0,5;Float;NULL;0;70;NULL;
VBC700_BW_WW;WPR_Verdichter1_max_Thub_WP~0x5011;0x5011;Div10;R/W;2;80;ecnUnit.K;1;Float;NULL;1;100;NULL;
VBC700_BW_WW;WPR_Verdichter1_Verdichter_auf_WW~0x5012;0x5012;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Verdichter1_max_t_primaer_ein_wp~0x5015;0x5015;Div10;R/W;2;35;ecnUnit.Grad C;1;Float;NULL;0;50;NULL;
VBC700_BW_WW;WPR_Verdichter1_min_t_primaer_ein_wp~0x5016;0x5016;Div10;R/W;2;-15;ecnUnit.Grad C;1;Float;NULL;-20;20;NULL;
VBC700_BW_WW;WPR_Konfig_Regelung~0x5018;0x5018;NoConversion;R/W;1;57;;1;Binary;NULL;0;255;NULL;
VBC700_BW_WW;WPR_Verdichter1_Ueberhitzungssollwert~0x5019;0x5019;Div10;R/W;2;3;ecnUnit.K;1;Float;NULL;3;25,5;NULL;
VBC700_BW_WW;WPR_Verdichter1_MOP_Grenzwert~0x501A;0x501A;Div10;R/W;2;6,6;ecnUnit.Bar (absolut);1;Float;NULL;0,2;19;NULL;
VBC700_BW_WW;WPR_Verdichter1_PWMZykluszeit_Digital_Scroll~0x501E;0x501E;NoConversion;R/W;2;20;ecnUnit.Sekunden;1;Int;NULL;10;20;NULL;
VBC700_BW_WW;WPR_Verdichter1_Oeffnungsstellung_EEV_Ventil_Startphase~0x501F;0x501F;NoConversion;R/W;1;50;ecnUnit.Prozent;1;Int;NULL;10;100;NULL;
VBC700_BW_WW;WPR_Verdichter1_Startoeffnungsdauer~0x5020;0x5020;NoConversion;R/W;2;5;ecnUnit.Sekunden;1;Int;NULL;1;30;NULL;
VBC700_BW_WW;WPR_Verdichter1_Heissgastemp_Grenzwert~0x5021;0x5021;Div10;R/W;2;130;ecnUnit.Grad C;1;Float;NULL;100;140;NULL;
VBC700_BW_WW;WPR_Verdichter1_Hochdruck_Grenzwert_Absolutdruck~0x5022;0x5022;Div10;R/W;2;26;ecnUnit.Bar;1;Float;NULL;10;50;NULL;
VBC700_BW_WW;WPR_Verdichter1_Alarm_Hochdruck_Totband~0x5023;0x5023;Div10;R/W;2;5;ecnUnit.Bar (absolut);1;Float;NULL;1;20;NULL;
VBC700_BW_WW;WPR_Verdichter1_Ueberhitzungstemp_Grenzwert~0x5024;0x5024;Div10;R/W;2;20;ecnUnit.Grad C;10;Float;NULL;6;50;NULL;
VBC700_BW_WW;WPR_Verdichter1_Niederdruck_Grenzwert~0x5025;0x5025;Div10;R/W;2;2,2;ecnUnit.Bar (absolut);1;Float;NULL;0;10;NULL;
VBC700_BW_WW;WPR_Verdichter1_Niederdruck_Hysterese~0x5026;0x5026;Div10;R/W;2;1,5;ecnUnit.Bar (absolut);1;Float;NULL;0;2;NULL;
VBC700_BW_WW;WPR_Verdichter1_Niederdruck_Verzoegerungszeit_Verdichteranlauf~0x5027;0x5027;NoConversion;R/W;2;10;ecnUnit.Sekunden;1;Int;NULL;0;127;NULL;
VBC700_BW_WW;WPR_Verdichter1_Verdichter_DigitalScroll~0x5029;0x5029;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Verdichter1_LeistungVerd~0x5030;0x5030;NoConversion;R/W;1;6;;1;Int;NULL;1;255;NULL;
VBC700_BW_WW;WPR_Verdichter2_VerdStufeFreigegeben~0x5100;0x5100;NoConversion;R/W;1;;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Verdichter2_t_vorlauf_max_wp~0x5101;0x5101;Div10;R/W;2;60;ecnUnit.Grad C;1;Float;NULL;25;65;NULL;
VBC700_BW_WW;WPR_Verdichter2_t_ruecklauf_min_wp~0x5102;0x5102;Div10;R/W;2;5;ecnUnit.Grad C;1;Float;NULL;1;40;NULL;
VBC700_BW_WW;WPR_Verdichter2_hysterese_t_primaer_ein~0x5104;0x5104;Div10;R/W;2;5;ecnUnit.K;1;Float;NULL;1;20;NULL;
VBC700_BW_WW;WPR_Verdichter2_laufzeit_wp~0x5105;0x5105;NoConversion;R/W;2;120;ecnUnit.Sekunden;10;Int;NULL;120;1800;NULL;
VBC700_BW_WW;WPR_Verdichter2_totzeit_wp~0x5106;0x5106;NoConversion;R/W;2;600;ecnUnit.Sekunden;10;Int;NULL;20;1800;NULL;
VBC700_BW_WW;WPR_Verdichter2_anlaufverzoegerung~0x5108;0x5108;NoConversion;R/W;2;120;ecnUnit.Sekunden;10;Int;NULL;10;1000;NULL;
VBC700_BW_WW;WPR_Verdichter2_optimaleLaufzeit_WP~0x510A;0x510A;NoConversion;R/W;2;120;ecnUnit.Minuten;10;Int;NULL;0;1080;NULL;
VBC700_BW_WW;WPR_Verdichter2_abtauzeit_wp~0x510B;0x510B;NoConversion;R/W;2;1800;;10;Int;NULL;10;3590;NULL;
VBC700_BW_WW;WPR_Verdichter2_maxPause_Abtaustart~0x510C;0x510C;NoConversion;R/W;2;0;ecnUnit.Sekunden;1;Int;NULL;0;600;NULL;
VBC700_BW_WW;WPR_Verdichter2_sperre_abtauung_wp~0x510D;0x510D;NoConversion;R/W;2;90;ecnUnit.Minuten;1;Int;NULL;0;240;NULL;
VBC700_BW_WW;WPR_Verdichter2_differenz_verdampfer_wp~0x510E;0x510E;NoConversion;R/W;2;3;ecnUnit.K;0,5;Float;NULL;0,5;30;NULL;
VBC700_BW_WW;WPR_Verdichter2_Temp_Abtaubeginn~0x510F;0x510F;Div10;R/W;2;0;ecnUnit.Grad C;1;Float;NULL;-200;200;NULL;
VBC700_BW_WW;WPR_Verdichter2_Temp_Abtauende~0x5110;0x5110;Div10;R/W;2;100;ecnUnit.Grad C;5;Float;NULL;0;700;NULL;
VBC700_BW_WW;WPR_Verdichter2_max_Thub_WP~0x5111;0x5111;Div10;R/W;2;80;ecnUnit.Grad C;1;Float;NULL;1;100;NULL;
VBC700_BW_WW;WPR_Verdichter2_Verdichter_auf_WW~0x5112;0x5112;NoConversion;R/W;2;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Verdichter2_max_t_primaer_ein_wp~0x5115;0x5115;Div10;R/W;2;350;ecnUnit.Grad C;10;Float;NULL;0;500;NULL;
VBC700_BW_WW;WPR_Verdichter2_min_t_primaer_ein_wp~0x5116;0x5116;Div10;R/W;2;-150;ecnUnit.Grad C;10;Float;NULL;-200;200;NULL;
VBC700_BW_WW;WPR_Verdichter2_Ueberhitzungssollwert~0x5119;0x5119;Div10;R/W;2;60;ecnUnit.Grad C;1;Float;NULL;30;255;NULL;
VBC700_BW_WW;WPR_Verdichter2_MOP_Grenzwert~0x511A;0x511A;Div10;R/W;2;60;ecnUnit.Bar (absolut);1;Float;NULL;2;190;NULL;
VBC700_BW_WW;WPR_Verdichter2_PWMZykluszeit_Digital_Scroll~0x511E;0x511E;NoConversion;R/W;2;20;ecnUnit.Sekunden;1;Int;NULL;10;20;NULL;
VBC700_BW_WW;WPR_Verdichter2_Oeffnungsstellung_EEV_Ventil_Startphase~0x511F;0x511F;NoConversion;R/W;1;50;ecnUnit.Prozent;1;Int;NULL;10;100;NULL;
VBC700_BW_WW;WPR_Verdichter2_Startoeffnungsdauer~0x5120;0x5120;NoConversion;R/W;2;5;ecnUnit.Sekunden;1;Int;NULL;1;30;NULL;
VBC700_BW_WW;WPR_Verdichter2_Heissgastemp_Grenzwert~0x5121;0x5121;Div10;R/W;2;1300;ecnUnit.Grad C;10;Float;NULL;1000;1400;NULL;
VBC700_BW_WW;WPR_Verdichter2_Hochdruck_Grenzwert_Absolutdruck~0x5122;0x5122;Div10;R/W;2;260;ecnUnit.Bar (absolut);1;Float;NULL;100;500;NULL;
VBC700_BW_WW;WPR_Verdichter2_Alarm_Hochdruck_Totband~0x5123;0x5123;NoConversion;R/W;2;50;ecnUnit.Bar;1;Int;NULL;10;200;NULL;
VBC700_BW_WW;WPR_Verdichter2_Ueberhitzungstemp_Grenzwert~0x5124;0x5124;Div10;R/W;2;200;ecnUnit.Grad C;10;Float;NULL;60;500;NULL;
VBC700_BW_WW;WPR_Verdichter2_Niederdruck_Grenzwert~0x5125;0x5125;Div10;R/W;2;22;ecnUnit.Bar;1;Float;NULL;0;100;NULL;
VBC700_BW_WW;WPR_Verdichter2_Niederdruck_Hysterese~0x5126;0x5126;Div10;R/W;2;7;ecnUnit.Bar (absolut);1;Float;NULL;0;20;NULL;
VBC700_BW_WW;WPR_Verdichter2_Niederdruck_Verzoegerungszeit_Verdichteranlauf~0x5127;0x5127;NoConversion;R/W;2;10;;1;Int;NULL;0;127;NULL;
VBC700_BW_WW;WPR_Verdichter2_Verdichter_DigitalScroll~0x5129;0x5129;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Verdichter2_LeistungVerd~0x5130;0x5130;NoConversion;R/W;1;6;;1;Int;NULL;1;255;NULL;
VBC700_BW_WW;WPR_LON_Feldbus_WP_Nr~0x5707;0x5707;NoConversion;R/W;1;1;;1;Int;NULL;1;4;NULL;
VBC700_BW_WW;WPR_LON_Anzahl_ext_WP~0x5735;0x5735;NoConversion;R/W;1;0;;1;Int;NULL;1;4;NULL;
VBC700_BW_WW;WPR_WW_Temp_soll~0x6000;0x6000;Div10;R/W;2;50;ecnUnit.Grad C;1;Float;NULL;10;70;NULL;
VBC700_BW_WW;WPR_WW_WTimer~0x6001;0x6001;NoConversion;R/W;2;1;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;AUS,REDUZIERT,NORMAL,2.SOLLTEMP
VBC700_BW_WW;WPR_WW_Betriebsart~0x6004;0x6004;NoConversion;R/W;1;3;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;STAND BY,NUR NACH SCHALTZEITEN,DREHSCHALTER,STANDARD
VBC700_BW_WW;WPR_WW_Temp_min_WWspeicher~0x6005;0x6005;Div10;R/W;2;10;ecnUnit.Grad C;1;Float;NULL;5;60;NULL;
VBC700_BW_WW;WPR_WW_Temp_max_WWspeicher~0x6006;0x6006;Div10;R/W;2;60;ecnUnit.Grad C;5;Float;NULL;20;80;NULL;
VBC700_BW_WW;WPR_WW_Hysterese_Warmwasser~0x6007;0x6007;Div10;R/W;2;7;ecnUnit.K;0,5;Float;NULL;1;10;NULL;
VBC700_BW_WW;WPR_WW_Hysterese_Warmwasser_not~0x6008;0x6008;Div10;R/W;2;10;ecnUnit.K;0,5;Float;NULL;2;30;NULL;
VBC700_BW_WW;WPR_WW_Einschaltoptimierung~0x6009;0x6009;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_WW_Abschaltoptimierung~0x600A;0x600A;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_WW_Legionellenautomat~0x600B;0x600B;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_WW_Temp_Legionelle~0x600C;0x600C;Div10;R/W;2;60;ecnUnit.Grad C;1;Float;NULL;10;70;NULL;
VBC700_BW_WW;WPR_WW_TWWSpeicher_dT_dt_MigrationChange_33~0x600D;0x600D;NoConversion;R/W;2;30;ecnUnit.Grad C;1;Int;NULL;10;1000;NULL;
VBC700_BW_WW;WPR_WW_TWWSpeicher_dT_dt_MigrationChange_34~0x600D;0x600D;NoConversion;R/W;2;30;ecnUnit.Grad C;1;Int;NULL;10;1000;NULL;
VBC700_BW_WW;WPR_WW_ZweiterTempSensor~0x600E;0x600E;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_WW_speicher_reaktion_force~0x600F;0x600F;NoConversion;R/W;1;2;;NULL;VarChar;NULL;NULL;NULL;0,1,2;KEINE WÄRMEABNAHME,NUR BEI KRITISCHEM ÜBERSCHUSS,ZU JEDER ZEIT
VBC700_BW_WW;WPR_WW_Warmwasservorrang~0x6010;0x6010;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_WW_max_Laufzeit~0x6011;0x6011;NoConversion;R/W;2;240;ecnUnit.Minuten;10;Int;NULL;10;1000;NULL;
VBC700_BW_WW;WPR_WW_max_Unterbrechung~0x6012;0x6012;NoConversion;R/W;2;90;ecnUnit.Minuten;10;Int;NULL;10;1000;NULL;
VBC700_BW_WW;WPR_WW_EHeizWWSpeicher~0x6014;0x6014;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Anlagenkonfig_Anlagenschema~0x7000;0x7000;NoConversion;R/W;1;2;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6,7,8,9,10,11;0: WW,1: 1 HK,2: 1 HK WW,3: 0 HK 1 MHK,4: 0 HK 1 MHK WW,5: 1 HK 1 MHK,6: 1 HK 1 MHK WW,7: 0 HK 1 MHK 1 MHK,8: 0 HK 1 MHK 1 MHK WW,9: 1 HK 1 MHK 1 MHK,10: 1 HK 1 MHK 1 MHK WW,11: Fremdansteuerung
VBC700_BW_WW;WPR_Anlagenschema~0x7000;0x7000;NoConversion;R;1;;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6,7,8,9,10,11;0: 0 WW,1: 1 HK,2: 1 HK + WW,3: 0 HK + 1 MHK,4: 0 HK + 1 MHK + WW,5: 1 HK + 1 MHK,6: 1 HK + 1 MHK + WW,7: 0 HK + 1 MHK + 1 MHK,8: 0 HK + 1 MHK + 1 MHK + WW,9: 1 HK + 1 MHK + 1 MHK,10: 1 HK + 1 MHK + 1 MHK + WW,11: Fremdansteuerung
VBC700_BW_WW;WPR_Anlagenkonfig_Sprache~0x7001;0x7001;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6,7,8;Deutsch,Englisch,Französisch,Italienisch,Schwedisch,Niederländisch,Finnisch,Polnisch,Tschechisch
VBC700_BW_WW;WPR_Anlagenkonfig_Mittelzeit_aussentemperatur~0x7002;0x7002;NoConversion;R/W;2;180;ecnUnit.Minuten;10;Int;NULL;10;6000;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_Hysterese_Heizgrenze~0x7003;0x7003;Div10;R/W;2;4;ecnUnit.K;0,5;Int;NULL;0;20;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_Hysterese_Kuehlgrenze~0x7004;0x7004;Div10;R/W;2;4;ecnUnit.K;0,5;Int;NULL;0;20;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_Hysterese_TempGrenze_red_BA~0x7005;0x7005;Div10;R/W;2;-40;ecnUnit.Grad C;10;Float;NULL;-40;60;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_Frostschutztemperatur~0x7006;0x7006;Div10;R/W;2;1;ecnUnit.Grad C;0,1;Float;NULL;-15;15;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_Primearpumpe_NatCooling~0x7007;0x7007;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;JA,NEIN
VBC700_BW_WW;WPR_Anlagenkonfig_Schwimmbad~0x7008;0x7008;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;JA,NEIN
VBC700_BW_WW;WPR_Anlagenkonfig_Kaskade~0x700A;0x700A;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2;0: keine,1: Kaskade über H1,2: LON-Kaskade
VBC700_BW_WW;WPR_Anlagenkonfig_LeistungFolgeWP~0x700B;0x700B;NoConversion;R/W;1;1;;1;Int;NULL;0;255;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_Ext_WP_auf_Cool~0x700D;0x700D;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Anlagenkonfig_Ext_WP_auf_WW~0x700E;0x700E;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Anlagenkonfig_Mischertyp~0x700F;0x700F;NoConversion;R/W;1;1;;NULL;VarChar;NULL;NULL;NULL;0,1;0: NR1 (GK 0x71),1: NRF (GK 0x73)
VBC700_BW_WW;WPR_Anlagenkonfig_Ext_Anschlusserw_vorhanden~0x7010;0x7010;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;JA,NEIN
VBC700_BW_WW;WPR_Anlagenkonfig_BA_UmschaltungAufHK~0x7011;0x7011;NoConversion;R/W;1;11;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6,7,8,9,10,11;0: WW,1: 1 HK,2: 1 HK WW,3: 0 HK 1 MHK,4: 0 HK 1 MHK WW,5: 1 HK 1 MHK,6: 1 HK 1 MHK WW,7: 0 HK 1 MHK 1 MHK,8: 0 HK 1 MHK 1 MHK WW,9: 1 HK 1 MHK 1 MHK,10: 1 HK 1 MHK 1MHK WW,11: keine Umschaltung
VBC700_BW_WW;WPR_Anlagenkonfig_BA_Umschaltung_Wirkung~0x7012;0x7012;NoConversion;R/W;1;2;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3;STAND BY,REDUZIERT,NORMAL,FESTWERT
VBC700_BW_WW;WPR_Anlagenkonfig_BA_Umschaltung_Dauer~0x7013;0x7013;NoConversion;R/W;1;8;;1;Int;NULL;0;12;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_ExternAnf_MiAuf~0x7014;0x7014;NoConversion;R/W;1;4;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6,7;0: M2 Regelbetrieb M3 Regelbetrieb Anforderung keine Wirkung,1: M2 AUF M3 Regelbetrieb Anforderung keine Wirkung,2: M2 Regelbetrieb M3 AUF Anforderung keine Wirkung,3: M2 AUF M3 AUF Anforderung keine Wirkung,4: M2 Regelbetrieb M3 Regelbetrieb Anforderung Wirkung,5: M2 AUF M3 Regelbetrieb Anforderung Wirkung,6: M2 Regelbetrieb M3 AUF Anforderung Wirkung,7: M2 AUF M3 AUF Anforderung Wirkung
VBC700_BW_WW;WPR_Anlagenkonfig_ExternSperren_MiZu~0x7015;0x7015;NoConversion;R/W;1;4;;NULL;VarChar;NULL;NULL;NULL;0,1,2,3,4,5,6,7,8;0: M2 Regelbetrieb M3 Regelbetrieb Sperren keine Wirkung,1: M2 AUF M3 Regelbetrieb Sperren keine Wirkung,2: M2 Regelbetrieb M3 AUF Sperren keine Wirkung,3: M2 AUF M3 AUF Sperren keine Wirkung,4: M2 Regelbetrieb M3 Regelbetrieb Sperren Wirkung,5: M2 AUF M3 Regelbetrieb Sperren Wirkung,6: M2 Regelbetrieb M3 AUF Sperren Wirkung,7: M2 AUF M3 AUF Sperren Wirkung,8: Extern Sperren von AC M2 Regelbetrieb M3 Regelbetrieb Sperren Wirkung
VBC700_BW_WW;WPR_Anlagenkonfig_Vitosolic100200~0x7016;0x7016;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1,2;0: KEINE,1: Vitosolic 100,2: Vitosolic 200
VBC700_BW_WW;WPR_Anlagenkonfig_Vitocom100~0x7017;0x7017;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NEIN,JA
VBC700_BW_WW;WPR_Anlagenkonfig_Wertebereich0_10V~0x7018;0x7018;NoConversion;R/W;2;1000;;1;Int;NULL;0;1000;NULL;
VBC700_BW_WW;WPR_Anlagenkonfig_PrioExtAnf~0x7019;0x7019;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;NIEDRIGE PRIORITÄT,HOHE PRIORITÄT
VBC700_BW_WW;WPR_Anlagenkonfig_ExternSperrenWirkung_HKP1~0x701A;0x701A;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;REGELBETRIEB,AUS
VBC700_BW_WW;WPR_Anlagenkonfig_ExternSperrenWirkung_HKP2~0x701A;0x701A;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;REGELBETRIEB,AUS
VBC700_BW_WW;WPR_Anlagenkonfig_ExternSperrenWirkung_HKP3~0x701A;0x701A;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;REGELBETRIEB,AUS
VBC700_BW_WW;WPR_Anlagenkonfig_ExternSperrenWirkung_PrimPumpeVentilator~0x701A;0x701A;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;REGELBETRIEB,AUS
VBC700_BW_WW;WPR_Anlagenkonfig_ExternSperrenWirkung_SekPumpe~0x701A;0x701A;NoConversion;R/W;1;0;;NULL;VarChar;NULL;NULL;NULL;0,1;REGELBETRIEB,AUS
